"","diff","response","ppt"
"243",-30,0,1
"244",-30,0,1
"245",-30,0,1
"246",-30,0,1
"247",-30,0,1
"248",-30,0,1
"249",-30,0,1
"250",-30,0,1
"251",-30,0,1
"252",-30,0,1
"253",-30,0,1
"254",-30,0,1
"255",-30,0,1
"256",-30,0,1
"257",-30,0,1
"258",-30,0,1
"259",-30,0,1
"260",-30,0,1
"261",-30,0,1
"262",-30,0,1
"263",-30,0,1
"264",-30,0,1
"265",-30,0,1
"266",-30,1,1
"267",-30,0,1
"268",-30,0,1
"269",-30,0,1
"270",-30,0,1
"271",-30,0,1
"272",-30,0,1
"273",-30,0,1
"274",-30,0,1
"275",-30,0,1
"276",-30,0,1
"277",-30,0,1
"278",-30,0,1
"279",-30,1,1
"280",-30,0,1
"281",-30,0,1
"282",-30,0,1
"283",-30,0,1
"284",-30,0,1
"285",-30,0,1
"286",-30,0,1
"287",-30,0,1
"288",-30,0,1
"289",-30,0,1
"290",-30,0,1
"291",-30,0,1
"292",-30,0,1
"293",-30,0,1
"294",-30,0,1
"295",-30,1,1
"296",-30,0,1
"297",-30,0,1
"298",-30,0,1
"299",-30,0,1
"300",-30,0,1
"301",-20,0,1
"302",-20,0,1
"303",-20,0,1
"304",-20,0,1
"305",-20,0,1
"306",-20,0,1
"307",-20,0,1
"308",-20,0,1
"309",-20,0,1
"310",-20,0,1
"311",-20,0,1
"312",-20,0,1
"313",-20,0,1
"314",-20,0,1
"315",-20,0,1
"316",-20,0,1
"317",-20,0,1
"318",-20,0,1
"319",-20,0,1
"320",-20,0,1
"321",-20,0,1
"322",-20,0,1
"323",-20,0,1
"324",-20,0,1
"325",-20,0,1
"326",-20,0,1
"327",-20,0,1
"328",-20,0,1
"329",-20,0,1
"330",-20,0,1
"331",-20,0,1
"332",-20,0,1
"333",-20,0,1
"334",-20,0,1
"335",-20,0,1
"336",-20,0,1
"337",-20,0,1
"338",-20,0,1
"339",-20,0,1
"340",-20,0,1
"341",-20,0,1
"342",-20,0,1
"343",-20,0,1
"344",-20,0,1
"345",-20,0,1
"346",-20,0,1
"347",-20,0,1
"348",-20,0,1
"349",-20,0,1
"350",-20,0,1
"351",-20,0,1
"352",-20,0,1
"353",-20,0,1
"354",-20,0,1
"355",-20,0,1
"356",-20,0,1
"357",-20,0,1
"358",-20,0,1
"359",-20,0,1
"360",-20,0,1
"361",-20,0,1
"362",-20,0,1
"363",-20,0,1
"364",-20,0,1
"365",-20,0,1
"366",-20,0,1
"367",-20,0,1
"368",-20,0,1
"369",-20,0,1
"370",-20,0,1
"371",-20,0,1
"372",-20,0,1
"373",-20,0,1
"374",-20,0,1
"375",-20,0,1
"376",-20,0,1
"377",-20,0,1
"378",-20,0,1
"379",-20,0,1
"380",-20,0,1
"381",-20,0,1
"382",-20,0,1
"383",-20,0,1
"384",-20,0,1
"385",-20,0,1
"386",-20,0,1
"387",-20,0,1
"388",-20,0,1
"389",-20,0,1
"390",-20,0,1
"391",-20,0,1
"392",-20,0,1
"393",-20,0,1
"394",-20,0,1
"395",-20,0,1
"396",-20,0,1
"397",-20,0,1
"398",-20,0,1
"399",-20,0,1
"400",-20,0,1
"401",-10,0,1
"402",-10,0,1
"403",-10,0,1
"404",-10,0,1
"405",-10,0,1
"406",-10,0,1
"407",-10,0,1
"408",-10,0,1
"409",-10,1,1
"410",-10,0,1
"411",-10,1,1
"412",-10,0,1
"413",-10,0,1
"414",-10,0,1
"415",-10,0,1
"416",-10,0,1
"417",-10,0,1
"418",-10,0,1
"419",-10,0,1
"420",-10,0,1
"421",-10,0,1
"422",-10,0,1
"423",-10,0,1
"424",-10,0,1
"425",-10,0,1
"426",-10,0,1
"427",-10,0,1
"428",-10,0,1
"429",-10,0,1
"430",-10,0,1
"431",-10,0,1
"432",-10,0,1
"433",-10,0,1
"434",-10,0,1
"435",-10,0,1
"436",-10,0,1
"437",-10,0,1
"438",-10,0,1
"439",-10,0,1
"440",-10,0,1
"441",-10,0,1
"442",-10,0,1
"443",-10,0,1
"444",-10,0,1
"445",-10,0,1
"446",-10,0,1
"447",-10,0,1
"448",-10,0,1
"449",-10,0,1
"450",-10,0,1
"451",-10,0,1
"452",-10,0,1
"453",-10,0,1
"454",-10,0,1
"455",-10,0,1
"456",-10,1,1
"457",-10,0,1
"458",-10,0,1
"459",-10,0,1
"460",-10,0,1
"461",-10,0,1
"462",-10,0,1
"463",-10,0,1
"464",-10,0,1
"465",-10,0,1
"466",-10,0,1
"467",-10,0,1
"468",-10,0,1
"469",-10,0,1
"470",-10,0,1
"471",-10,0,1
"472",-10,0,1
"473",-10,0,1
"474",-10,0,1
"475",-10,0,1
"476",-10,0,1
"477",-10,0,1
"478",-10,0,1
"479",-10,0,1
"480",-10,0,1
"481",-10,0,1
"482",-10,0,1
"483",-10,0,1
"484",-10,0,1
"485",-10,0,1
"486",-10,0,1
"487",-10,0,1
"488",-10,0,1
"489",-10,0,1
"490",-10,0,1
"491",-10,0,1
"492",-10,0,1
"493",-10,0,1
"494",-10,0,1
"495",-10,1,1
"496",-10,0,1
"497",-10,1,1
"498",-10,0,1
"499",-10,0,1
"500",-10,0,1
"501",0,0,1
"502",0,1,1
"503",0,0,1
"504",0,1,1
"505",0,0,1
"506",0,1,1
"507",0,0,1
"508",0,0,1
"509",0,0,1
"510",0,0,1
"511",0,1,1
"512",0,0,1
"513",0,1,1
"514",0,0,1
"515",0,0,1
"516",0,0,1
"517",0,0,1
"518",0,0,1
"519",0,0,1
"520",0,0,1
"521",0,0,1
"522",0,0,1
"523",0,0,1
"524",0,0,1
"525",0,0,1
"526",0,0,1
"527",0,0,1
"528",0,0,1
"529",0,1,1
"530",0,0,1
"531",0,0,1
"532",0,0,1
"533",0,0,1
"534",0,0,1
"535",0,0,1
"536",0,0,1
"537",0,0,1
"538",0,0,1
"539",0,0,1
"540",0,0,1
"541",0,0,1
"542",0,1,1
"543",0,0,1
"544",0,0,1
"545",0,0,1
"546",0,0,1
"547",0,0,1
"548",0,0,1
"549",0,0,1
"550",0,0,1
"551",0,0,1
"552",0,0,1
"553",0,0,1
"554",0,0,1
"555",0,0,1
"556",0,0,1
"557",0,0,1
"558",0,0,1
"559",0,0,1
"560",0,1,1
"561",0,0,1
"562",0,0,1
"563",0,0,1
"564",0,0,1
"565",0,0,1
"566",0,0,1
"567",0,0,1
"568",0,0,1
"569",0,1,1
"570",0,0,1
"571",0,0,1
"572",0,0,1
"573",0,0,1
"574",0,0,1
"575",0,0,1
"576",0,0,1
"577",0,0,1
"578",0,0,1
"579",0,0,1
"580",0,0,1
"581",0,0,1
"582",0,0,1
"583",0,0,1
"584",0,1,1
"585",0,0,1
"586",0,1,1
"587",0,0,1
"588",0,1,1
"589",0,1,1
"590",0,1,1
"591",0,0,1
"592",0,0,1
"593",0,1,1
"594",0,0,1
"595",0,0,1
"596",0,0,1
"597",0,0,1
"598",0,1,1
"599",0,0,1
"600",0,0,1
"601",10,1,1
"602",10,0,1
"603",10,0,1
"604",10,0,1
"605",10,1,1
"606",10,0,1
"607",10,0,1
"608",10,0,1
"609",10,1,1
"610",10,1,1
"611",10,0,1
"612",10,0,1
"613",10,1,1
"614",10,1,1
"615",10,1,1
"616",10,0,1
"617",10,0,1
"618",10,0,1
"619",10,1,1
"620",10,0,1
"621",10,0,1
"622",10,0,1
"623",10,0,1
"624",10,1,1
"625",10,1,1
"626",10,1,1
"627",10,0,1
"628",10,0,1
"629",10,0,1
"630",10,1,1
"631",10,0,1
"632",10,0,1
"633",10,0,1
"634",10,0,1
"635",10,0,1
"636",10,0,1
"637",10,1,1
"638",10,0,1
"639",10,0,1
"640",10,0,1
"641",10,0,1
"642",10,1,1
"643",10,0,1
"644",10,1,1
"645",10,0,1
"646",10,0,1
"647",10,0,1
"648",10,1,1
"649",10,0,1
"650",10,0,1
"651",10,0,1
"652",10,1,1
"653",10,1,1
"654",10,0,1
"655",10,0,1
"656",10,0,1
"657",10,1,1
"658",10,0,1
"659",10,1,1
"660",10,1,1
"661",10,1,1
"662",10,0,1
"663",10,1,1
"664",10,0,1
"665",10,0,1
"666",10,0,1
"667",10,1,1
"668",10,0,1
"669",10,0,1
"670",10,0,1
"671",10,1,1
"672",10,0,1
"673",10,1,1
"674",10,0,1
"675",10,1,1
"676",10,0,1
"677",10,1,1
"678",10,1,1
"679",10,0,1
"680",10,0,1
"681",10,1,1
"682",10,1,1
"683",10,0,1
"684",10,0,1
"685",10,1,1
"686",10,1,1
"687",10,1,1
"688",10,1,1
"689",10,1,1
"690",10,1,1
"691",10,0,1
"692",10,1,1
"693",10,0,1
"694",10,1,1
"695",10,0,1
"696",10,1,1
"697",10,0,1
"698",10,0,1
"699",10,0,1
"700",10,0,1
"701",20,1,1
"702",20,1,1
"703",20,0,1
"704",20,1,1
"705",20,1,1
"706",20,1,1
"707",20,1,1
"708",20,1,1
"709",20,0,1
"710",20,0,1
"711",20,1,1
"712",20,1,1
"713",20,1,1
"714",20,1,1
"715",20,1,1
"716",20,1,1
"717",20,1,1
"718",20,1,1
"719",20,1,1
"720",20,1,1
"721",20,1,1
"722",20,1,1
"723",20,1,1
"724",20,0,1
"725",20,1,1
"726",20,1,1
"727",20,1,1
"728",20,0,1
"729",20,1,1
"730",20,0,1
"731",20,1,1
"732",20,1,1
"733",20,1,1
"734",20,1,1
"735",20,1,1
"736",20,1,1
"737",20,1,1
"738",20,1,1
"739",20,1,1
"740",20,1,1
"741",20,1,1
"742",20,0,1
"743",20,1,1
"744",20,1,1
"745",20,1,1
"746",20,1,1
"747",20,1,1
"748",20,1,1
"749",20,1,1
"750",20,1,1
"751",20,1,1
"752",20,0,1
"753",20,1,1
"754",20,1,1
"755",20,1,1
"756",20,1,1
"757",20,0,1
"758",20,1,1
"759",20,1,1
"760",20,1,1
"761",20,1,1
"762",20,1,1
"763",20,0,1
"764",20,0,1
"765",20,1,1
"766",20,1,1
"767",20,0,1
"768",20,0,1
"769",20,1,1
"770",20,1,1
"771",20,1,1
"772",20,1,1
"773",20,1,1
"774",20,1,1
"775",20,1,1
"776",20,1,1
"777",20,1,1
"778",20,1,1
"779",20,1,1
"780",20,0,1
"781",20,1,1
"782",20,0,1
"783",20,1,1
"784",20,1,1
"785",20,0,1
"786",20,0,1
"787",20,1,1
"788",20,1,1
"789",20,1,1
"790",20,0,1
"791",20,1,1
"792",20,0,1
"793",20,1,1
"794",20,1,1
"795",20,1,1
"796",20,0,1
"797",20,1,1
"798",20,1,1
"799",20,0,1
"800",20,1,1
"801",30,1,1
"802",30,1,1
"803",30,1,1
"804",30,1,1
"805",30,1,1
"806",30,1,1
"807",30,1,1
"808",30,1,1
"809",30,1,1
"810",30,1,1
"811",30,1,1
"812",30,0,1
"813",30,1,1
"814",30,1,1
"815",30,1,1
"816",30,1,1
"817",30,1,1
"818",30,1,1
"819",30,1,1
"820",30,1,1
"821",30,1,1
"822",30,1,1
"823",30,1,1
"824",30,1,1
"825",30,0,1
"826",30,1,1
"827",30,1,1
"828",30,1,1
"829",30,1,1
"830",30,1,1
"831",30,1,1
"832",30,0,1
"833",30,1,1
"834",30,0,1
"835",30,1,1
"836",30,1,1
"837",30,1,1
"838",30,1,1
"839",30,1,1
"840",30,1,1
"841",30,1,1
"842",30,1,1
"843",30,1,1
"844",30,0,1
"845",30,1,1
"846",30,0,1
"847",30,1,1
"848",30,1,1
"849",30,0,1
"850",30,1,1
"851",30,1,1
"852",30,1,1
"853",30,1,1
"854",30,1,1
"855",30,1,1
"856",30,1,1
"857",30,0,1
"858",30,1,1
"859",30,1,1
"860",30,1,1
"861",30,1,1
"862",30,1,1
"863",30,1,1
"864",30,1,1
"865",30,1,1
"866",30,1,1
"867",30,1,1
"868",30,1,1
"869",30,1,1
"870",30,1,1
"871",30,1,1
"872",30,1,1
"873",30,1,1
"874",30,1,1
"875",30,1,1
"876",30,1,1
"877",30,1,1
"878",30,1,1
"879",30,1,1
"880",30,1,1
"881",30,1,1
"882",30,1,1
"883",30,1,1
"884",30,0,1
"885",30,1,1
"886",30,1,1
"887",30,1,1
"888",30,0,1
"889",30,1,1
"890",30,1,1
"891",30,1,1
"892",30,1,1
"893",30,1,1
"894",30,1,1
"895",30,1,1
"896",30,1,1
"897",30,1,1
"898",30,1,1
"899",30,1,1
"900",30,1,1
"901",40,1,1
"902",40,1,1
"903",40,1,1
"904",40,0,1
"905",40,0,1
"906",40,1,1
"907",40,1,1
"908",40,1,1
"909",40,1,1
"910",40,1,1
"911",40,1,1
"912",40,1,1
"913",40,1,1
"914",40,1,1
"915",40,1,1
"916",40,1,1
"917",40,1,1
"918",40,1,1
"919",40,1,1
"920",40,1,1
"921",40,1,1
"922",40,1,1
"923",40,1,1
"924",40,1,1
"925",40,1,1
"926",40,1,1
"927",40,1,1
"928",40,1,1
"929",40,1,1
"930",40,1,1
"931",40,1,1
"932",40,1,1
"933",40,1,1
"934",40,1,1
"935",40,1,1
"936",40,1,1
"937",40,0,1
"938",40,1,1
"939",40,1,1
"940",40,1,1
"941",40,1,1
"942",40,1,1
"943",40,0,1
"944",40,1,1
"945",40,1,1
"946",40,1,1
"947",40,1,1
"948",40,1,1
"949",40,0,1
"950",40,1,1
"951",40,1,1
"952",40,1,1
"953",40,1,1
"954",40,1,1
"955",40,1,1
"956",40,1,1
"957",40,1,1
"958",40,1,1
"959",40,1,1
"960",40,1,1
"961",40,1,1
"962",40,1,1
"963",40,1,1
"964",40,1,1
"965",40,1,1
"966",40,1,1
"967",40,1,1
"968",40,1,1
"969",40,1,1
"970",40,1,1
"971",40,1,1
"972",40,1,1
"973",40,1,1
"974",40,1,1
"975",40,1,1
"976",40,1,1
"977",40,1,1
"978",40,1,1
"979",40,1,1
"980",40,0,1
"981",40,1,1
"982",40,1,1
"983",40,1,1
"984",40,1,1
"985",40,1,1
"986",40,1,1
"987",40,1,1
"988",40,1,1
"989",40,1,1
"990",40,1,1
"991",40,1,1
"992",40,1,1
"993",40,1,1
"994",40,1,1
"995",40,1,1
"996",40,1,1
"997",40,1,1
"998",40,1,1
"999",40,1,1
"1000",40,1,1
"1001",50,0,1
"1002",50,1,1
"1003",50,0,1
"1004",50,0,1
"1005",50,1,1
"1006",50,1,1
"1007",50,1,1
"1008",50,1,1
"1009",50,1,1
"1010",50,1,1
"1011",50,1,1
"1012",50,1,1
"1013",50,1,1
"1014",50,1,1
"1015",50,1,1
"1016",50,1,1
"1017",50,1,1
"1018",50,1,1
"1019",50,1,1
"1020",50,1,1
"1021",50,1,1
"1022",50,1,1
"1023",50,1,1
"1024",50,1,1
"1025",50,1,1
"1026",50,1,1
"1027",50,1,1
"1028",50,1,1
"1029",50,0,1
"1030",50,1,1
"1031",50,1,1
"1032",50,0,1
"1033",50,1,1
"1034",50,1,1
"1035",50,1,1
"1036",50,1,1
"1037",50,1,1
"1038",50,1,1
"1039",50,0,1
"1040",50,1,1
"1041",50,1,1
"1042",50,1,1
"1043",50,1,1
"1044",50,1,1
"1045",50,1,1
"1046",50,1,1
"1047",50,1,1
"1048",50,1,1
"1049",50,1,1
"1050",50,0,1
"1051",50,1,1
"1052",50,1,1
"1053",50,1,1
"1054",50,1,1
"1055",50,1,1
"1056",50,1,1
"1057",50,1,1
"1058",50,1,1
"1059",50,1,1
"1060",50,1,1
"1061",50,1,1
"1062",50,1,1
"1063",50,1,1
"1064",50,1,1
"1065",50,1,1
"1066",50,1,1
"1067",50,1,1
"1068",50,1,1
"1069",50,1,1
"1070",50,1,1
"1071",50,1,1
"1072",50,1,1
"1073",50,1,1
"1074",50,1,1
"1075",50,1,1
"1076",50,1,1
"1077",50,1,1
"1078",50,1,1
"1079",50,1,1
"1080",50,1,1
"1081",50,1,1
"1082",50,1,1
"1083",50,1,1
"1084",50,1,1
"1085",50,1,1
"1086",50,1,1
"1087",50,1,1
"1088",50,1,1
"1089",50,1,1
"1090",50,1,1
"1091",50,1,1
"1092",50,1,1
"1093",50,1,1
"1094",50,1,1
"1095",50,1,1
"1096",50,1,1
"1097",50,1,1
"1098",50,1,1
"1099",50,1,1
"1100",50,1,1
"1101",-50,0,2
"1102",-50,0,2
"1103",-50,0,2
"1104",-50,0,2
"1105",-50,0,2
"1106",-50,0,2
"1107",-50,0,2
"1108",-50,0,2
"1109",-50,0,2
"1110",-50,0,2
"1111",-50,0,2
"1112",-50,0,2
"1113",-50,0,2
"1114",-50,1,2
"1115",-50,0,2
"1116",-50,0,2
"1117",-50,0,2
"1118",-50,0,2
"1119",-50,0,2
"1120",-50,0,2
"1121",-50,0,2
"1122",-50,0,2
"1123",-50,0,2
"1124",-50,0,2
"1125",-50,0,2
"1126",-50,0,2
"1127",-50,0,2
"1128",-50,0,2
"1129",-50,0,2
"1130",-50,0,2
"1131",-50,0,2
"1132",-50,0,2
"1133",-50,0,2
"1134",-50,0,2
"1135",-50,0,2
"1136",-50,0,2
"1137",-50,0,2
"1138",-50,0,2
"1139",-50,0,2
"1140",-50,0,2
"1141",-50,0,2
"1142",-50,0,2
"1143",-50,0,2
"1144",-50,0,2
"1145",-50,0,2
"1146",-50,0,2
"1147",-50,0,2
"1148",-50,0,2
"1149",-50,0,2
"1150",-50,1,2
"1151",-50,0,2
"1152",-50,0,2
"1153",-50,0,2
"1154",-50,0,2
"1155",-50,0,2
"1156",-50,0,2
"1157",-50,0,2
"1158",-50,0,2
"1159",-50,0,2
"1160",-50,0,2
"1161",-50,0,2
"1162",-50,0,2
"1163",-50,0,2
"1164",-50,0,2
"1165",-50,0,2
"1166",-50,0,2
"1167",-50,0,2
"1168",-50,0,2
"1169",-50,1,2
"1170",-50,0,2
"1171",-50,0,2
"1172",-50,0,2
"1173",-50,0,2
"1174",-50,0,2
"1175",-50,0,2
"1176",-50,0,2
"1177",-50,0,2
"1178",-50,0,2
"1179",-50,0,2
"1180",-50,0,2
"1181",-50,0,2
"1182",-50,0,2
"1183",-50,0,2
"1184",-50,0,2
"1185",-50,0,2
"1186",-50,1,2
"1187",-50,0,2
"1188",-50,0,2
"1189",-50,0,2
"1190",-50,0,2
"1191",-50,0,2
"1192",-50,0,2
"1193",-50,0,2
"1194",-50,0,2
"1195",-50,0,2
"1196",-50,0,2
"1197",-50,0,2
"1198",-50,0,2
"1199",-50,0,2
"1200",-50,0,2
"1201",-40,0,2
"1202",-40,0,2
"1203",-40,0,2
"1204",-40,0,2
"1205",-40,0,2
"1206",-40,0,2
"1207",-40,0,2
"1208",-40,0,2
"1209",-40,0,2
"1210",-40,0,2
"1211",-40,0,2
"1212",-40,0,2
"1213",-40,0,2
"1214",-40,0,2
"1215",-40,0,2
"1216",-40,0,2
"1217",-40,0,2
"1218",-40,0,2
"1219",-40,0,2
"1220",-40,0,2
"1221",-40,1,2
"1222",-40,0,2
"1223",-40,0,2
"1224",-40,0,2
"1225",-40,0,2
"1226",-40,0,2
"1227",-40,0,2
"1228",-40,0,2
"1229",-40,0,2
"1230",-40,0,2
"1231",-40,0,2
"1232",-40,0,2
"1233",-40,0,2
"1234",-40,0,2
"1235",-40,0,2
"1236",-40,0,2
"1237",-40,0,2
"1238",-40,1,2
"1239",-40,0,2
"1240",-40,0,2
"1241",-40,0,2
"1242",-40,1,2
"1243",-40,0,2
"1244",-40,0,2
"1245",-40,0,2
"1246",-40,0,2
"1247",-40,0,2
"1248",-40,1,2
"1249",-40,0,2
"1250",-40,0,2
"1251",-40,0,2
"1252",-40,1,2
"1253",-40,0,2
"1254",-40,0,2
"1255",-40,0,2
"1256",-40,0,2
"1257",-40,0,2
"1258",-40,0,2
"1259",-40,0,2
"1260",-40,0,2
"1261",-40,0,2
"1262",-40,0,2
"1263",-40,0,2
"1264",-40,0,2
"1265",-40,0,2
"1266",-40,0,2
"1267",-40,0,2
"1268",-40,0,2
"1269",-40,0,2
"1270",-40,0,2
"1271",-40,0,2
"1272",-40,0,2
"1273",-40,0,2
"1274",-40,0,2
"1275",-40,0,2
"1276",-40,0,2
"1277",-40,0,2
"1278",-40,0,2
"1279",-40,0,2
"1280",-40,0,2
"1281",-40,0,2
"1282",-40,0,2
"1283",-40,0,2
"1284",-40,0,2
"1285",-40,0,2
"1286",-40,0,2
"1287",-40,0,2
"1288",-40,0,2
"1289",-40,0,2
"1290",-40,0,2
"1291",-40,0,2
"1292",-40,0,2
"1293",-40,0,2
"1294",-40,0,2
"1295",-40,0,2
"1296",-40,0,2
"1297",-40,0,2
"1298",-40,0,2
"1299",-40,0,2
"1300",-40,0,2
"1301",-30,0,2
"1302",-30,0,2
"1303",-30,0,2
"1304",-30,0,2
"1305",-30,0,2
"1306",-30,1,2
"1307",-30,1,2
"1308",-30,0,2
"1309",-30,0,2
"1310",-30,0,2
"1311",-30,0,2
"1312",-30,0,2
"1313",-30,0,2
"1314",-30,0,2
"1315",-30,0,2
"1316",-30,0,2
"1317",-30,0,2
"1318",-30,0,2
"1319",-30,0,2
"1320",-30,1,2
"1321",-30,0,2
"1322",-30,0,2
"1323",-30,0,2
"1324",-30,0,2
"1325",-30,0,2
"1326",-30,1,2
"1327",-30,0,2
"1328",-30,1,2
"1329",-30,0,2
"1330",-30,0,2
"1331",-30,1,2
"1332",-30,0,2
"1333",-30,0,2
"1334",-30,1,2
"1335",-30,0,2
"1336",-30,0,2
"1337",-30,0,2
"1338",-30,1,2
"1339",-30,0,2
"1340",-30,0,2
"1341",-30,0,2
"1342",-30,0,2
"1343",-30,0,2
"1344",-30,0,2
"1345",-30,0,2
"1346",-30,0,2
"1347",-30,0,2
"1348",-30,0,2
"1349",-30,0,2
"1350",-30,0,2
"1351",-30,0,2
"1352",-30,0,2
"1353",-30,0,2
"1354",-30,0,2
"1355",-30,0,2
"1356",-30,0,2
"1357",-30,0,2
"1358",-30,1,2
"1359",-30,1,2
"1360",-30,0,2
"1361",-30,0,2
"1362",-30,0,2
"1363",-30,0,2
"1364",-30,0,2
"1365",-30,0,2
"1366",-30,1,2
"1367",-30,0,2
"1368",-30,0,2
"1369",-30,1,2
"1370",-30,0,2
"1371",-30,0,2
"1372",-30,0,2
"1373",-30,0,2
"1374",-30,1,2
"1375",-30,0,2
"1376",-30,0,2
"1377",-30,0,2
"1378",-30,0,2
"1379",-30,0,2
"1380",-30,0,2
"1381",-30,0,2
"1382",-30,0,2
"1383",-30,0,2
"1384",-30,0,2
"1385",-30,0,2
"1386",-30,0,2
"1387",-30,0,2
"1388",-30,0,2
"1389",-30,0,2
"1390",-30,0,2
"1391",-30,0,2
"1392",-30,0,2
"1393",-30,0,2
"1394",-30,0,2
"1395",-30,0,2
"1396",-30,0,2
"1397",-30,0,2
"1398",-30,0,2
"1399",-30,0,2
"1400",-30,0,2
"1401",-20,0,2
"1402",-20,0,2
"1403",-20,0,2
"1404",-20,0,2
"1405",-20,0,2
"1406",-20,0,2
"1407",-20,0,2
"1408",-20,0,2
"1409",-20,0,2
"1410",-20,0,2
"1411",-20,1,2
"1412",-20,0,2
"1413",-20,0,2
"1414",-20,0,2
"1415",-20,0,2
